timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748872206756,2068,2272,2546
1748872206766,2068,2313,2490
1748872206776,2165,2290,2598
1748872206786,2117,2309,2547
1748872206796,2222,2367,2572
1748872206806,2260,2422,2597
1748872206816,2245,2422,2570
1748872206826,2347,2403,2587
1748872206836,2365,2455,2576
1748872206846,2319,2457,2606
1748872206856,2436,2481,2542
1748872206866,2424,2508,2614
1748872206876,2459,2468,2504
1748872206886,2492,2497,2544
1748872206896,2515,2483,2548
1748872206906,2512,2470,2488
1748872206916,2499,2505,2440
1748872206926,2548,2484,2420
1748872206936,2565,2489,2344
1748872206946,2537,2501,2325
1748872206956,2587,2522,2305
1748872206966,2527,2503,2243
1748872206976,2589,2487,2243
1748872206986,2492,2391,2171
1748872206996,2548,2381,2166
1748872207006,2525,2450,2112
1748872207016,2525,2417,2015
1748872207026,2499,2335,2062
1748872207036,2488,2304,1989
1748872207046,2433,2343,1960
1748872207056,2476,2274,1869
1748872207066,2400,2218,1859
1748872207076,2411,2240,1764
1748872207086,2315,2160,1793
1748872207096,2368,2189,1677
1748872207106,2307,2158,1712
1748872207116,2218,2115,1683
1748872207126,2179,2079,1673
1748872207136,2141,2053,1645
1748872207146,2119,2055,1571
1748872207156,2101,2040,1597
1748872207166,2046,1989,1537
1748872207176,2066,1977,1563
1748872207186,2023,1913,1512
1748872207196,1916,1883,1459
1748872207206,1882,1851,1543
1748872207216,1843,1774,1508
1748872207226,1902,1742,1502
1748872207236,1815,1779,1541
1748872207246,1761,1729,1518
1748872207256,1706,1706,1554
1748872207266,1722,1683,1589
1748872207276,1696,1692,1534
1748872207286,1652,1630,1563
1748872207296,1685,1631,1599
1748872207306,1673,1611,1645
1748872207316,1583,1589,1686
1748872207326,1556,1634,1753
1748872207336,1537,1639,1740
1748872207346,1581,1648,1827
1748872207356,1603,1576,1810
1748872207366,1529,1554,1885
1748872207376,1504,1593,1978
1748872207386,1586,1633,1928
1748872207396,1595,1561,2042
1748872207406,1553,1594,2026
1748872207416,1577,1578,2069
1748872207426,1613,1620,2134
1748872207436,1593,1676,2201
1748872207446,1612,1664,2252
1748872207456,1672,1680,2325
1748872207466,1646,1697,2351
1748872207476,1687,1744,2390
1748872207486,1662,1719,2381
1748872207496,1739,1783,2412
1748872207506,1777,1816,2503
1748872207516,1786,1855,2493
1748872207526,1858,1868,2546
1748872207536,1875,1889,2486
1748872207546,1854,1922,2571
1748872207556,1904,1908,2577
1748872207566,1998,1990,2565
1748872207576,1989,1970,2626
1748872207586,2052,2068,2632
1748872207596,2105,2097,2565
1748872207606,2137,2039,2629
1748872207616,2171,2125,2616
1748872207626,2188,2141,2614
1748872207636,2216,2140,2559
1748872207646,2269,2202,2504
1748872207656,2240,2267,2482
1748872207666,2314,2297,2541
1748872207676,2399,2331,2433
1748872207686,2384,2317,2482
1748872207696,2383,2362,2392
1748872207706,2450,2361,2340
1748872207716,2480,2415,2376
1748872207726,2524,2369,2298
1748872207736,2544,2393,2298
1748872207746,2480,2487,2203
1748872207756,2511,2449,2142
1748872207766,2510,2425,2169
1748872207776,2579,2469,2067
1748872207786,2525,2529,2071
1748872207796,2522,2541,1998
1748872207806,2573,2475,1998
1748872207816,2511,2447,1884
1748872207826,2573,2471,1872
1748872207836,2489,2467,1823
1748872207846,2509,2459,1775
1748872207856,2545,2503,1770
1748872207866,2452,2470,1722
1748872207876,2455,2425,1663
1748872207886,2393,2439,1685
1748872207896,2392,2450,1610
1748872207906,2415,2371,1550
1748872207916,2355,2364,1533
1748872207926,2368,2334,1534
1748872207936,2292,2337,1554
1748872207946,2306,2352,1545
1748872207956,2265,2273,1480
1748872207966,2199,2251,1494
1748872207976,2175,2290,1483
1748872207986,2138,2276,1539
1748872207996,2114,2241,1498
1748872208006,2052,2191,1553
1748872208016,1960,2131,1549
1748872208026,1961,2147,1493
1748872208036,1953,2114,1591
1748872208046,1896,2041,1594
1748872208056,1873,2028,1588
1748872208066,1793,2039,1607
1748872208076,1838,1975,1625
1748872208086,1726,1880,1726
1748872208096,1706,1944,1717
1748872208106,1681,1831,1732
1748872208116,1698,1821,1844
1748872208126,1688,1846,1857
1748872208136,1618,1829,1899
1748872208146,1645,1736,1886
1748872208156,1610,1749,2013
1748872208166,1619,1678,2044
1748872208176,1604,1706,2106
1748872208186,1531,1663,2070
1748872208196,1550,1704,2111
1748872208206,1562,1681,2222
1748872208216,1587,1667,2287
1748872208226,1543,1620,2302
1748872208236,1543,1586,2357
1748872208246,1519,1648,2368
1748872208256,1614,1588,2379
1748872208266,1585,1576,2441
1748872208276,1584,1598,2433
1748872208286,1626,1639,2482
1748872208296,1679,1565,2539
1748872208306,1679,1595,2578
1748872208316,1701,1631,2604
1748872208326,1720,1622,2607
1748872208336,1707,1681,2617
1748872208346,1805,1658,2620
1748872208356,1766,1691,2646
1748872208366,1848,1654,2561
1748872208376,1885,1715,2554
1748872208386,1916,1745,2616
1748872208396,1943,1764,2538
1748872208406,1987,1801,2581
1748872208416,2014,1815,2507
1748872208426,2061,1819,2522
1748872208436,2123,1856,2516
1748872208446,2090,1895,2477
1748872208456,2218,1952,2430
1748872208466,2256,1945,2432
1748872208476,2287,1952,2382
1748872208486,2283,1978,2368
1748872208496,2335,2018,2302
1748872208506,2335,2024,2291
1748872208516,2377,2102,2253
1748872208526,2390,2150,2217
1748872208536,2426,2161,2157
1748872208546,2446,2152,2078
1748872208556,2485,2228,2004
1748872208566,2537,2220,1965
1748872208576,2487,2292,1928
1748872208586,2530,2255,1907
1748872208596,2560,2285,1837
1748872208606,2576,2387,1877
1748872208616,2587,2388,1793
1748872208626,2553,2390,1776
1748872208636,2523,2385,1668
1748872208646,2497,2419,1709
1748872208656,2586,2471,1673
1748872208666,2565,2476,1596
1748872208676,2503,2449,1642
1748872208686,2554,2520,1567
1748872208696,2449,2473,1530
1748872208706,2481,2449,1490
1748872208716,2433,2526,1543
1748872208726,2447,2448,1507
1748872208736,2400,2468,1528
1748872208746,2407,2532,1538
1748872208756,2338,2467,1530
1748872208766,2296,2458,1492
1748872208776,2289,2492,1473
1748872208786,2288,2463,1475
1748872208796,2247,2483,1563
1748872208806,2180,2425,1520
1748872208816,2135,2461,1562
1748872208826,2147,2409,1612
1748872208836,2010,2376,1582
1748872208846,2033,2349,1666
1748872208856,2015,2329,1668
1748872208866,1924,2357,1775
1748872208876,1910,2235,1786
1748872208886,1914,2284,1808
1748872208896,1815,2252,1829
1748872208906,1822,2215,1889
1748872208916,1733,2177,1962
1748872208926,1764,2182,1941
1748872208936,1687,2156,1982
1748872208946,1721,2069,2111
1748872208956,1638,2050,2158
1748872208966,1649,2066,2199
1748872208976,1576,1971,2225
1748872208986,1583,1958,2223
1748872208996,1546,1915,2285
1748872209006,1584,1858,2284
1748872209016,1540,1892,2357
1748872209026,1604,1806,2398
1748872209036,1513,1824,2454
1748872209046,1507,1772,2495
1748872209056,1597,1713,2465
1748872209066,1581,1695,2482
1748872209076,1599,1760,2494
1748872209086,1528,1664,2546
1748872209096,1595,1660,2572
1748872209106,1578,1617,2549
1748872209116,1637,1598,2632
1748872209126,1673,1606,2588
1748872209136,1674,1602,2550
1748872209146,1726,1586,2629
1748872209156,1694,1646,2611
1748872209166,1767,1580,2578
1748872209176,1759,1631,2613
1748872209186,1778,1607,2556
1748872209196,1829,1577,2503
1748872209206,1908,1573,2512
1748872209216,1857,1600,2445
1748872209226,1905,1591,2446
1748872209236,1972,1669,2455
1748872209246,1970,1597,2348
1748872209256,2043,1642,2353
1748872209266,2053,1649,2264
1748872209276,2109,1727,2215
1748872209286,2138,1738,2269
1748872209296,2238,1736,2202
1748872209306,2217,1741,2097
1748872209316,2278,1752,2102
1748872209326,2340,1838,2084
1748872209336,2298,1826,2040
1748872209346,2316,1896,1936
1748872209356,2428,1853,1908
1748872209366,2385,1916,1897
1748872209376,2476,1897,1818
1748872209386,2506,1922,1743
1748872209396,2435,2037,1793
1748872209406,2495,2035,1745
1748872209416,2472,2031,1630
1748872209426,2486,2123,1634
1748872209436,2534,2080,1604
1748872209446,2509,2136,1603
1748872209456,2561,2208,1607
1748872209466,2547,2196,1520
1748872209476,2544,2291,1486
1748872209486,2563,2298,1470
1748872209496,2505,2306,1508
1748872209506,2542,2289,1547
1748872209516,2489,2383,1478
1748872209526,2462,2342,1497
1748872209536,2497,2380,1479
1748872209546,2465,2445,1525
1748872209556,2448,2411,1500
1748872209566,2396,2449,1540
1748872209576,2349,2458,1577
1748872209586,2340,2440,1629
1748872209596,2330,2479,1627
1748872209606,2271,2492,1585
1748872209616,2234,2506,1699
1748872209626,2194,2520,1717
1748872209636,2135,2540,1743
1748872209646,2162,2482,1780
1748872209656,2153,2522,1839
1748872209666,2066,2460,1854
1748872209676,2006,2434,1915
1748872209686,2036,2504,1964
1748872209696,1952,2493,2001
1748872209706,1881,2411,1991
1748872209716,1891,2481,2041
1748872209726,1841,2417,2129
1748872209736,1816,2419,2132
1748872209746,1828,2328,2211
1748872209756,1792,2405,2217
1748872209766,1686,2352,2279
1748872209776,1729,2339,2358
1748872209786,1655,2236,2383
1748872209796,1678,2209,2355
1748872209806,1589,2244,2435
1748872209816,1612,2165,2453
1748872209826,1588,2152,2477
1748872209836,1623,2167,2541
1748872209846,1599,2060,2542
1748872209856,1598,2062,2541
1748872209866,1506,2080,2552
1748872209876,1547,1993,2608
1748872209886,1567,2016,2619
1748872209896,1528,1959,2598
1748872209906,1572,1925,2632
1748872209916,1562,1916,2623
1748872209926,1562,1877,2583
1748872209936,1594,1818,2580
1748872209946,1626,1772,2545
1748872209956,1608,1752,2594
1748872209966,1600,1807,2559
1748872209976,1663,1723,2527
1748872209986,1672,1683,2487
1748872209996,1767,1655,2402
1748872210006,1711,1696,2402
1748872210016,1757,1678,2399
1748872210026,1851,1661,2303
1748872210036,1824,1654,2335
1748872210046,1917,1633,2221
1748872210056,1889,1598,2256
1748872210066,2010,1564,2165
1748872210076,1964,1585,2123
1748872210086,1995,1575,2058
1748872210096,2078,1617,2008
1748872210106,2109,1641,2006
1748872210116,2194,1618,1922
1748872210126,2232,1582,1914
1748872210136,2178,1595,1867
1748872210146,2283,1583,1794
1748872210156,2258,1592,1810
1748872210166,2321,1639,1723
1748872210176,2312,1688,1752
1748872210186,2372,1686,1670
1748872210196,2415,1697,1601
1748872210206,2392,1695,1585
1748872210216,2412,1740,1574
1748872210226,2464,1800,1550
1748872210236,2448,1842,1586
1748872210246,2497,1848,1557
1748872210256,2566,1828,1469
1748872210266,2538,1872,1542
1748872210276,2496,1948,1469
1748872210286,2588,1987,1496
1748872210296,2559,2015,1521
1748872210306,2588,2002,1542
1748872210316,2582,2064,1533
1748872210326,2576,2054,1525
1748872210336,2576,2058,1493
1748872210346,2471,2152,1514
1748872210356,2465,2110,1556
1748872210366,2521,2236,1566
1748872210376,2422,2167,1585
1748872210386,2413,2246,1683
1748872210396,2420,2305,1714
1748872210406,2367,2286,1783
1748872210416,2402,2360,1775
1748872210426,2362,2326,1819
1748872210436,2302,2407,1868
1748872210446,2280,2431,1880
1748872210456,2222,2370,1922
1748872210466,2243,2477,2034
1748872210476,2134,2432,2000
