timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748941489642,2095,2283,2513
1748941489652,2067,2320,2519
1748941489662,2090,2353,2570
1748941489672,2181,2295,2589
1748941489682,2177,2408,2541
1748941489692,2250,2374,2624
1748941489702,2232,2421,2608
1748941489712,2285,2398,2597
1748941489722,2381,2393,2624
1748941489732,2383,2437,2625
1748941489742,2403,2469,2562
1748941489752,2404,2427,2587
1748941489762,2449,2459,2503
1748941489772,2415,2441,2500
1748941489782,2448,2537,2501
1748941489792,2481,2485,2488
1748941489802,2486,2458,2492
1748941489812,2494,2459,2398
1748941489822,2507,2533,2423
1748941489832,2525,2470,2376
1748941489842,2577,2454,2344
1748941489852,2560,2427,2286
1748941489862,2564,2491,2204
1748941489872,2555,2435,2190
1748941489882,2505,2424,2168
1748941489892,2538,2385,2054
1748941489902,2463,2360,2059
1748941489912,2455,2340,1975
1748941489922,2471,2358,2016
1748941489932,2418,2296,1885
1748941489942,2468,2317,1896
1748941489952,2398,2307,1858
1748941489962,2431,2191,1796
1748941489972,2361,2209,1769
1748941489982,2313,2148,1750
1748941489992,2322,2187,1722
1748941490002,2262,2108,1659
1748941490012,2189,2104,1644
1748941490022,2214,2092,1599
1748941490032,2195,2024,1552
1748941490042,2136,1972,1574
1748941490052,2073,1924,1573
1748941490062,2012,1925,1478
1748941490072,2026,1909,1466
1748941490082,1976,1906,1478
1748941490092,1884,1887,1492
1748941490102,1877,1864,1539
1748941490112,1810,1798,1474
1748941490122,1864,1805,1479
1748941490132,1829,1741,1498
1748941490142,1712,1686,1532
1748941490152,1731,1667,1547
1748941490162,1669,1643,1537
1748941490172,1707,1634,1629
1748941490182,1690,1639,1611
1748941490192,1614,1626,1655
1748941490202,1559,1618,1689
1748941490212,1566,1574,1742
1748941490222,1594,1594,1794
1748941490232,1611,1565,1760
1748941490242,1591,1604,1843
1748941490252,1569,1645,1920
1748941490262,1582,1639,1915
1748941490272,1517,1646,1941
1748941490282,1518,1629,2065
1748941490292,1574,1621,2062
1748941490302,1536,1674,2123
1748941490312,1626,1630,2174
1748941490322,1619,1620,2212
1748941490332,1599,1669,2250
1748941490342,1634,1697,2234
1748941490352,1672,1675,2278
1748941490362,1720,1738,2397
1748941490372,1672,1764,2400
1748941490382,1737,1787,2419
1748941490392,1756,1780,2441
1748941490402,1742,1823,2470
1748941490412,1773,1896,2485
1748941490422,1897,1831,2503
1748941490432,1912,1948,2533
1748941490442,1913,1937,2588
1748941490452,1911,2000,2586
1748941490462,2016,1948,2607
1748941490472,1997,2038,2564
1748941490482,2029,2077,2567
1748941490492,2130,2105,2551
1748941490502,2189,2141,2612
1748941490512,2134,2128,2598
1748941490522,2195,2227,2589
1748941490532,2224,2206,2568
1748941490542,2272,2201,2551
1748941490552,2353,2283,2549
1748941490562,2349,2326,2512
1748941490572,2381,2365,2502
1748941490582,2415,2325,2403
1748941490592,2416,2328,2342
1748941490602,2471,2381,2332
1748941490612,2496,2356,2329
1748941490622,2469,2448,2226
1748941490632,2519,2451,2231
