timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748944760780,2039,2273,2543
1748944760790,2058,2317,2507
1748944760800,2128,2318,2502
1748944760810,2163,2359,2576
1748944760820,2180,2377,2585
1748944760830,2207,2394,2580
1748944760840,2254,2385,2618
1748944760850,2309,2380,2579
1748944760860,2306,2450,2637
1748944760870,2345,2420,2580
1748944760880,2386,2438,2603
1748944760890,2398,2435,2615
1748944760900,2481,2501,2579
1748944760910,2455,2505,2570
1748944760920,2485,2473,2499
1748944760930,2512,2452,2508
1748944760940,2509,2498,2472
1748944760950,2569,2502,2374
1748944760960,2516,2500,2434
1748944760970,2593,2470,2375
1748944760980,2596,2510,2268
1748944760990,2533,2465,2322
1748944761000,2566,2495,2265
1748944761010,2583,2398,2235
1748944761020,2572,2387,2165
1748944761030,2476,2447,2119
1748944761040,2474,2401,2042
1748944761050,2531,2371,2055
1748944761060,2452,2343,1960
1748944761070,2453,2281,1911
1748944761080,2434,2251,1923
1748944761090,2418,2310,1864
1748944761100,2400,2204,1794
1748944761110,2379,2214,1792
1748944761120,2279,2214,1674
1748944761130,2291,2180,1660
1748944761140,2269,2125,1668
1748944761150,2239,2060,1668
1748944761160,2215,2007,1646
1748944761170,2137,2070,1599
1748944761180,2114,2010,1541
1748944761190,2032,1961,1486
1748944761200,2078,1885,1514
1748944761210,2041,1933,1476
1748944761220,2005,1857,1530
1748944761230,1952,1798,1472
1748944761240,1903,1834,1496
1748944761250,1841,1754,1498
1748944761260,1772,1721,1492
1748944761270,1742,1748,1561
1748944761280,1787,1686,1563
1748944761290,1703,1745,1560
1748944761300,1683,1648,1535
1748944761310,1628,1699,1564
1748944761320,1688,1630,1641
1748944761330,1624,1637,1664
1748944761340,1610,1591,1720
1748944761350,1577,1630,1681
1748944761360,1528,1614,1754
1748944761370,1519,1623,1809
1748944761380,1556,1605,1845
1748944761390,1510,1558,1850
1748944761400,1502,1578,1896
1748944761410,1514,1568,2015
1748944761420,1521,1564,1979
1748944761430,1521,1646,2068
1748944761440,1580,1653,2138
1748944761450,1596,1676,2120
1748944761460,1553,1622,2187
1748944761470,1623,1615,2218
1748944761480,1627,1701,2256
1748944761490,1689,1705,2289
1748944761500,1687,1695,2315
1748944761510,1736,1792,2372
1748944761520,1674,1814,2397
1748944761530,1753,1784,2486
1748944761540,1756,1843,2468
1748944761550,1775,1814,2539
1748944761560,1885,1863,2503
1748944761570,1851,1879,2561
1748944761580,1957,1921,2616
1748944761590,1943,1980,2607
1748944761600,1993,1985,2604
1748944761610,2010,2016,2617
1748944761620,2028,2019,2590
1748944761630,2093,2112,2584
1748944761640,2150,2103,2587
1748944761650,2145,2137,2600
1748944761660,2174,2147,2577
1748944761670,2206,2221,2524
1748944761680,2298,2193,2542
1748944761690,2341,2236,2514
1748944761700,2327,2334,2479
1748944761710,2423,2301,2500
1748944761720,2443,2363,2435
1748944761730,2468,2338,2370
1748944761740,2437,2419,2340
1748944761750,2452,2391,2275
1748944761760,2539,2416,2262
1748944761770,2470,2427,2277
1748944761780,2523,2474,2189
1748944761790,2499,2416,2101
1748944761800,2549,2481,2106
1748944761810,2588,2490,2087
1748944761820,2528,2451,1960
1748944761830,2522,2516,1988
1748944761840,2578,2490,1878
1748944761850,2576,2534,1847
1748944761860,2576,2466,1846
1748944761870,2517,2519,1838
1748944761880,2535,2474,1768
1748944761890,2470,2486,1682
1748944761900,2479,2514,1636
1748944761910,2432,2425,1687
1748944761920,2415,2392,1591
1748944761930,2342,2400,1555
1748944761940,2320,2359,1561
1748944761950,2313,2392,1543
1748944761960,2273,2392,1495
1748944761970,2252,2360,1501
1748944761980,2196,2272,1484
1748944761990,2244,2281,1515
1748944762000,2188,2226,1515
1748944762010,2117,2281,1483
1748944762020,2094,2165,1488
1748944762030,2018,2146,1460
1748944762040,2033,2099,1536
1748944762050,2016,2155,1576
1748944762060,1931,2068,1539
1748944762070,1879,2026,1603
1748944762080,1879,2046,1577
1748944762090,1849,1941,1663
1748944762100,1800,1965,1620
1748944762110,1760,1950,1643
1748944762120,1763,1926,1707
1748944762130,1669,1908,1747
1748944762140,1684,1889,1814
1748944762150,1609,1805,1844
1748944762160,1587,1795,1878
1748944762170,1625,1722,1976
1748944762180,1575,1693,1976
1748944762190,1539,1705,1985
1748944762200,1525,1696,2105
1748944762210,1584,1661,2126
