timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748944698844,2034,2291,2521
1748944698854,2040,2312,2579
1748944698864,2150,2315,2586
1748944698874,2201,2368,2519
1748944698884,2230,2322,2569
1748944698894,2186,2362,2631
1748944698904,2275,2366,2550
1748944698914,2335,2442,2548
1748944698924,2339,2406,2645
1748944698934,2359,2426,2545
1748944698944,2379,2437,2569
1748944698954,2447,2457,2541
1748944698964,2440,2445,2553
1748944698974,2496,2524,2508
1748944698984,2502,2483,2546
1748944698994,2490,2514,2516
1748944699004,2539,2465,2416
1748944699014,2568,2492,2382
1748944699024,2582,2445,2353
1748944699034,2571,2483,2381
1748944699044,2588,2430,2362
1748944699054,2501,2424,2244
1748944699064,2571,2460,2222
1748944699074,2581,2389,2211
1748944699084,2565,2436,2179
1748944699094,2506,2391,2149
1748944699104,2480,2367,2056
1748944699114,2499,2345,2001
1748944699124,2440,2303,1947
1748944699134,2505,2359,1903
1748944699144,2458,2334,1852
1748944699154,2365,2249,1857
1748944699164,2394,2231,1800
1748944699174,2346,2221,1735
1748944699184,2358,2215,1711
1748944699194,2305,2180,1689
1748944699204,2292,2164,1642
1748944699214,2196,2095,1638
1748944699224,2162,2008,1643
1748944699234,2126,2036,1568
1748944699244,2071,2031,1576
1748944699254,2079,1985,1564
1748944699264,2008,1937,1482
1748944699274,2010,1944,1495
1748944699284,1918,1890,1452
1748944699294,1947,1868,1461
1748944699304,1901,1816,1513
1748944699314,1808,1788,1498
1748944699324,1817,1725,1499
1748944699334,1808,1751,1480
1748944699344,1708,1757,1531
1748944699354,1720,1735,1536
1748944699364,1715,1719,1621
1748944699374,1678,1707,1606
1748944699384,1665,1617,1595
1748944699394,1582,1674,1618
1748944699404,1583,1670,1671
1748944699414,1610,1572,1764
1748944699424,1614,1570,1774
1748944699434,1542,1560,1834
1748944699444,1550,1627,1867
1748944699454,1504,1624,1896
1748944699464,1535,1596,1974
1748944699474,1512,1556,1979
1748944699484,1515,1638,2039
1748944699494,1558,1659,2087
1748944699504,1515,1640,2066
1748944699514,1577,1686,2161
1748944699524,1621,1687,2176
1748944699534,1582,1689,2218
1748944699544,1635,1705,2263
1748944699554,1647,1656,2364
1748944699564,1679,1773,2348
1748944699574,1664,1724,2420
1748944699584,1688,1766,2460
1748944699594,1735,1835,2508
1748944699604,1817,1838,2474
1748944699614,1832,1885,2512
1748944699624,1889,1892,2515
1748944699634,1927,1926,2532
1748944699644,1908,1962,2605
1748944699654,1989,1915,2615
1748944699664,1948,1967,2584
1748944699674,2015,2052,2635
1748944699684,2034,2037,2571
1748944699694,2063,2055,2634
1748944699704,2114,2105,2577
1748944699714,2220,2115,2590
1748944699724,2233,2177,2530
1748944699734,2270,2197,2581
1748944699744,2242,2241,2551
1748944699754,2292,2268,2555
1748944699764,2316,2257,2477
1748944699774,2406,2322,2440
1748944699784,2422,2299,2405
1748944699794,2401,2315,2383
1748944699804,2418,2369,2390
1748944699814,2476,2374,2270
1748944699824,2509,2382,2321
1748944699834,2495,2462,2227
1748944699844,2516,2429,2158
1748944699854,2557,2450,2094
1748944699864,2499,2521,2092
1748944699874,2533,2478,2027
1748944699884,2513,2514,2038
1748944699894,2514,2458,1934
1748944699904,2519,2528,1906
1748944699914,2559,2489,1861
1748944699924,2515,2541,1871
1748944699934,2491,2526,1813
1748944699944,2496,2494,1785
1748944699954,2488,2474,1670
1748944699964,2447,2505,1661
1748944699974,2433,2484,1665
1748944699984,2418,2403,1590
1748944699994,2351,2385,1595
1748944700004,2335,2353,1546
1748944700014,2301,2408,1598
1748944700024,2317,2358,1522
1748944700034,2223,2320,1495
1748944700044,2264,2278,1475
1748944700054,2165,2302,1502
1748944700064,2115,2304,1498
1748944700074,2139,2231,1473
1748944700084,2040,2206,1532
1748944700094,2023,2154,1511
1748944700104,2049,2098,1571
1748944700114,1975,2162,1533
1748944700124,1898,2058,1571
1748944700134,1938,2102,1625
1748944700144,1902,2013,1642
1748944700154,1803,1951,1658
1748944700164,1812,1917,1701
1748944700174,1774,1899,1707
1748944700184,1759,1880,1771
1748944700194,1735,1845,1756
1748944700204,1722,1840,1798
1748944700214,1651,1773,1803
1748944700224,1585,1815,1931
1748944700234,1632,1797,1948
1748944700244,1645,1740,2018
1748944700254,1582,1732,1994
1748944700264,1581,1722,2088
1748944700274,1547,1708,2113
1748944700284,1515,1615,2179
1748944700294,1557,1610,2188
1748944700304,1542,1664,2273
1748944700314,1581,1670,2282
1748944700324,1590,1580,2371
1748944700334,1524,1583,2375
1748944700344,1542,1574,2409
1748944700354,1629,1592,2479
1748944700364,1582,1551,2502
1748944700374,1573,1581,2484
1748944700384,1673,1562,2564
1748944700394,1705,1581,2561
1748944700404,1660,1580,2548
1748944700414,1679,1585,2544
1748944700424,1780,1672,2550
1748944700434,1729,1621,2634
1748944700444,1802,1681,2557
1748944700454,1836,1673,2556
1748944700464,1882,1703,2565
1748944700474,1958,1722,2589
1748944700484,1911,1734,2605
1748944700494,2009,1819,2613
1748944700504,2016,1763,2571
1748944700514,2037,1772,2480
1748944700524,2095,1813,2546
1748944700534,2150,1927,2454
1748944700544,2194,1881,2416
1748944700554,2170,1908,2375
1748944700564,2223,1946,2434
1748944700574,2274,2035,2322
1748944700584,2317,2035,2292
1748944700594,2300,2040,2278
1748944700604,2419,2094,2261
1748944700614,2358,2167,2218
1748944700624,2382,2158,2150
1748944700634,2452,2177,2100
1748944700644,2511,2195,2007
1748944700654,2514,2221,1979
1748944700664,2521,2293,1993
1748944700674,2528,2256,1909
1748944700684,2522,2308,1833
1748944700694,2500,2344,1874
1748944700704,2516,2317,1831
1748944700714,2507,2410,1773
1748944700724,2558,2381,1694
1748944700734,2569,2379,1720
1748944700744,2505,2469,1658
1748944700754,2508,2475,1622
1748944700764,2534,2440,1642
1748944700774,2524,2493,1525
1748944700784,2479,2507,1542
1748944700794,2462,2510,1517
1748944700804,2403,2493,1563
1748944700814,2409,2473,1513
1748944700824,2399,2538,1503
1748944700834,2370,2515,1514
1748944700844,2307,2489,1486
1748944700854,2326,2470,1502
1748944700864,2258,2495,1472
1748944700874,2250,2427,1479
1748944700884,2255,2485,1509
1748944700894,2180,2460,1532
1748944700904,2119,2447,1537
1748944700914,2117,2351,1557
1748944700924,2068,2421,1613
1748944700934,2009,2377,1649
1748944700944,2022,2300,1651
1748944700954,1961,2284,1743
1748944700964,1885,2280,1721
1748944700974,1897,2279,1789
1748944700984,1867,2249,1851
