timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748942052972,2012,2076,1901
1748942052982,2034,2098,1923
1748942052992,2057,2120,1945
1748942053002,2079,2141,1966
1748942053012,2101,2161,1986
1748942053022,2122,2181,2006
1748942053032,2143,2199,2025
1748942053042,2163,2216,2044
1748942053052,2182,2232,2061
1748942053062,2200,1,2077
1748942053072,2217,2260,2093
1748942053082,2233,2272,2107
1748942053092,2248,2282,2120
1748942053102,2262,2291,2132
1748942053112,2274,2298,2143
1748942053122,2285,2304,2152
1748942053132,2295,2308,2160
1748942053142,2303,2310,2167
1748942053152,2310,2311,2172
1748942053162,2315,2310,2176
1748942053172,2319,2307,2179
1748942053182,2321,2303,2180
1748942053192,2322,2297,2180
1748942053202,2321,2289,2178
1748942053212,2318,2280,2175
1748942053222,2314,2269,2171
1748942053232,2308,2257,2165
1748942053242,2300,2243,2158
1748942053252,2291,2228,2149
1748942053262,2280,2211,2139
1748942053272,2268,2193,2128
1748942053282,2254,2174,2115
1748942053292,2239,2153,2102
1748942053302,2222,2132,2087
1748942053312,2205,2109,2071
1748942053322,2186,2085,2055
1748942053332,2166,2061,2037
1748942053342,2145,2035,2019
1748942053352,2123,2009,2000
1748942053362,2100,1982,1980
1748942053372,2076,1955,1960
1748942053382,2052,1927,1939
1748942053392,2027,1899,1918
1748942053402,2001,1871,1896
1748942053412,1975,1843,1874
1748942053422,1948,1815,1852
1748942053432,1921,1787,1829
1748942053442,1894,1759,1807
1748942053452,1867,1732,1784
1748942053462,1840,1706,1762
1748942053472,1813,1681,1740
1748942053482,1787,1657,1718
1748942053492,1761,1635,1697
1748942053502,1736,1615,1677
1748942053512,1712,1597,1657
1748942053522,1689,1582,1639
1748942053532,1668,1570,1622
1748942053542,1648,1561,1606
1748942053552,1630,1555,1592
1748942053562,1614,1553,1580
1748942053572,1600,1555,1570
1748942053582,1589,1560,1562
1748942053592,1580,1568,1557
1748942053602,1574,1580,1554
1748942053612,1570,1595,1554
1748942053622,1570,1612,1556
1748942053632,1572,1632,1561
1748942053642,1576,1654,1568
1748942053652,1584,1678,1578
1748942053662,1594,1703,1590
1748942053672,1606,1730,1604
1748942053682,1622,1757,1620
1748942053692,1639,1785,1638
1748942053702,1659,1813,1657
1748942053712,1681,1841,1678
1748942053722,1705,1869,1700
1748942053732,1730,1896,1723
1748942053742,1757,1922,1747
1748942053752,1785,1947,1771
1748942053762,1814,1971,1796
1748942053772,1844,1993,1821
1748942053782,1874,2013,1846
1748942053792,1905,2031,1871
1748942053802,1936,2047,1895
1748942053812,1967,2061,1919
1748942053822,1997,2073,1942
1748942053832,2027,2082,1965
1748942053842,2056,2089,1987
1748942053852,2084,2094,2008
1748942053862,2111,2096,2028
1748942053872,2136,2096,2047
1748942053882,2160,2094,2065
1748942053892,2182,2089,2082
1748942053902,2202,2082,2097
1748942053912,2220,2073,2111
1748942053922,2236,2062,2124
1748942053932,2250,2048,2135
1748942053942,2262,2033,2144
1748942053952,2272,2016,2152
1748942053962,2279,1997,2158
1748942053972,2284,1976,2162
1748942053982,2287,1955,2165
1748942053992,2288,1932,2166
1748942054002,2286,1909,2165
1748942054012,2282,1885,2162
1748942054022,2276,1861,2158
1748942054032,2267,1837,2152
1748942054042,2256,1813,2144
1748942054052,2243,1789,2135
1748942054062,2228,1765,2124
1748942054072,2211,1742,2112
1748942054082,2192,1720,2099
1748942054092,2171,1699,2084
1748942054102,2149,1679,2069
1748942054112,2125,1661,2052
1748942054122,2099,1645,2035
1748942054132,2073,1631,2017
1748942054142,2045,1620,1998
1748942054152,2017,1612,1979
1748942054162,1988,1607,1959
1748942054172,1958,1605,1939
1748942054182,1928,1607,1919
1748942054192,1898,1612,1899
1748942054202,1868,1620,1879
1748942054212,1838,1631,1859
1748942054222,1809,1645,1840
1748942054232,1781,1662,1822
1748942054242,1754,1681,1804
1748942054252,1729,1702,1787
1748942054262,1705,1725,1772
1748942054272,1684,1750,1758
1748942054282,1664,1776,1745
1748942054292,1647,1803,1734
1748942054302,1633,1830,1725
1748942054312,1621,1858,1718
1748942054322,1612,1885,1713
1748942054332,1606,1912,1710
1748942054342,1603,1938,1709
1748942054352,1603,1963,1711
1748942054362,1605,1986,1715
1748942054372,1611,2008,1721
1748942054382,1619,2028,1729
1748942054392,1630,2046,1739
1748942054402,1643,2062,1751
1748942054412,1659,2076,1765
1748942054422,1677,2087,1780
1748942054432,1697,2096,1797
1748942054442,1719,2103,1815
1748942054452,1743,2107,1834
1748942054462,1769,2108,1854
1748942054472,1796,2107,1875
1748942054482,1824,2103,1896
1748942054492,1853,2096,1917
1748942054502,1882,2087,1938
1748942054512,1911,2075,1959
1748942054522,1940,2061,1979
1748942054532,1969,2045,1998
1748942054542,1997,2026,2017
1748942054552,2023,2006,2035
1748942054562,2049,1984,2052
1748942054572,2073,1961,2068
1748942054582,2095,1936,2082
1748942054592,2115,1911,2095
1748942054602,2133,1885,2107
1748942054612,2149,1859,2117
1748942054622,2162,1833,2125
1748942054632,2173,1807,2132
1748942054642,2182,1782,2137
1748942054652,2188,1758,2141
1748942054662,2191,1735,2142
1748942054672,2192,1714,2142
1748942054682,2191,1695,2141
1748942054692,2187,1678,2137
1748942054702,2180,1664,2132
1748942054712,2171,1652,2125
1748942054722,2160,1643,2117
1748942054732,2146,1637,2107
1748942054742,2130,1634,2095
1748942054752,2112,1634,2083
1748942054762,2092,1638,2069
1748942054772,2070,1644,2054
1748942054782,2046,1653,2038
1748942054792,2021,1666,2021
1748942054802,1995,1680,2004
1748942054812,1968,1698,1986
1748942054822,1940,1718,1968
1748942054832,1912,1740,1949
1748942054842,1884,1764,1930
1748942054852,1856,1790,1911
1748942054862,1828,1817,1892
1748942054872,1801,1845,1873
1748942054882,1775,1873,1854
1748942054892,1750,1901,1836
1748942054902,1727,1928,1818
1748942054912,1706,1954,1801
1748942054922,1687,1979,1785
1748942054932,1670,2002,1771
1748942054942,1656,2024,1758
1748942054952,1645,2043,1747
1748942054962,1636,2061,1738
1748942054972,1630,2076,1731
1748942054982,1627,2089,1726
1748942054992,1627,2099,1723
1748942055002,1630,2107,1723
1748942055012,1635,2112,1725
1748942055022,1644,2114,1729
1748942055032,1655,2114,1735
1748942055042,1668,2110,1743
1748942055052,1684,2104,1753
1748942055062,1702,2095,1765
1748942055072,1722,2083,1778
1748942055082,1744,2069,1792
1748942055092,1768,2052,1808
1748942055102,1793,2033,1825
1748942055112,1819,2011,1843
1748942055122,1846,1988,1861
1748942055132,1874,1963,1880
1748942055142,1902,1936,1900
1748942055152,1929,1909,1919
1748942055162,1956,1881,1939
1748942055172,1983,1853,1958
1748942055182,2009,1825,1977
1748942055192,2033,1797,1995
1748942055202,2056,1770,2012
1748942055212,2077,1744,2029
1748942055222,2097,1720,2044
1748942055232,2114,1698,2058
1748942055242,2129,1678,2070
1748942055252,2142,1661,2081
1748942055262,2152,1647,2090
1748942055272,2160,1635,2098
1748942055282,2165,1627,2103
1748942055292,2168,1622,2107
1748942055302,2168,1620,2109
1748942055312,2166,1621,2109
1748942055322,2161,1626,2108
1748942055332,2154,1634,2105
1748942055342,2144,1645,2100
1748942055352,2132,1658,2093
1748942055362,2118,1675,2085
1748942055372,2102,1693,2076
1748942055382,2084,1714,2065
1748942055392,2064,1737,2053
1748942055402,2042,1762,2040
1748942055412,2019,1788,2026
1748942055422,1995,1815,2011
1748942055432,1970,1843,1995
1748942055442,1944,1871,1979
1748942055452,1918,1899,1963
1748942055462,1892,1927,1946
1748942055472,1866,1954,1929
1748942055482,1841,1979,1913
1748942055492,1817,2003,1897
1748942055502,1794,2025,1881
1748942055512,1773,2045,1867
1748942055522,1754,2062,1853
1748942055532,1737,2077,1841
1748942055542,1724,2090,1831
1748942055552,1713,2099,1822
1748942055562,1705,2106,1816
1748942055572,1700,2111,1812
1748942055582,1698,2112,1810
1748942055592,1699,2111,1811
1748942055602,1703,2107,1814
1748942055612,1710,2100,1819
1748942055622,1719,2090,1826
1748942055632,1731,2078,1835
1748942055642,1746,2063,1846
1748942055652,1763,2046,1858
1748942055662,1782,2026,1872
1748942055672,1803,2005,1887
1748942055682,1826,1982,1902
1748942055692,1850,1957,1919
1748942055702,1875,1931,1936
1748942055712,1901,1904,1954
1748942055722,1927,1877,1971
1748942055732,1953,1849,1989
1748942055742,1978,1822,2006
1748942055752,2002,1795,2022
1748942055762,2025,1769,2038
1748942055772,2046,1745,2052
1748942055782,2066,1723,2065
1748942055792,2083,1703,2076
1748942055802,2098,1686,2086
1748942055812,2111,1672,2094
1748942055822,2122,1661,2100
1748942055832,2129,1653,2105
1748942055842,2134,1648,2108
1748942055852,2137,1646,2109
1748942055862,2136,1647,2108
1748942055872,2133,1652,2106
1748942055882,2128,1659,2102
1748942055892,2120,1669,2096
1748942055902,2109,1682,2089
1748942055912,2096,1697,2080
1748942055922,2081,1715,2070
1748942055932,2064,1735,2059
1748942055942,2045,1757,2047
1748942055952,2024,1780,2033
1748942055962,2001,1805,2019
1748942055972,1977,1831,2004
1748942055982,1952,1858,1989
1748942055992,1926,1885,1973
1748942056002,1900,1912,1957
1748942056012,1873,1938,1941
1748942056022,1847,1963,1925
1748942056032,1821,1987,1910
1748942056042,1796,2009,1895
1748942056052,1773,2029,1881
1748942056062,1751,2047,1868
1748942056072,1731,2063,1856
1748942056082,1714,2076,1846
1748942056092,1699,2087,1837
1748942056102,1687,2095,1830
1748942056112,1678,2100,1825
1748942056122,1671,2103,1823
1748942056132,1667,2103,1823
1748942056142,1666,2099,1825
1748942056152,1668,2093,1829
1748942056162,1672,2085,1835
1748942056172,1679,2073,1843
1748942056182,1689,2059,1853
1748942056192,1701,2043,1864
1748942056202,1715,2024,1877
1748942056212,1732,2003,1891
1748942056222,1751,1980,1906
1748942056232,1772,1956,1921
1748942056242,1795,1930,1938
1748942056252,1819,1903,1955
1748942056262,1844,1876,1972
1748942056272,1870,1848,1989
1748942056282,1896,1821,2006
1748942056292,1922,1794,2022
1748942056302,1948,1768,2038
1748942056312,1973,1744,2052
1748942056322,1997,1721,2065
1748942056332,2019,1701,2076
1748942056342,2039,1684,2086
1748942056352,2057,1669,2094
1748942056362,2073,1658,2100
1748942056372,2087,1650,2104
1748942056382,2098,1645,2107
1748942056392,2106,1643,2108
1748942056402,2112,1645,2107
1748942056412,2115,1650,2104
1748942056422,2116,1658,2100
1748942056432,2114,1669,2094
1748942056442,2109,1682,2086
1748942056452,2102,1697,2077
1748942056462,2092,1715,2067
1748942056472,2080,1735,2055
1748942056482,2066,1757,2042
1748942056492,2049,1780,2028
1748942056502,2031,1805,2013
1748942056512,2011,1831,1998
1748942056522,1989,1858,1982
1748942056532,1966,1885,1966
1748942056542,1942,1912,1950
1748942056552,1917,1938,1934
1748942056562,1892,1963,1918
1748942056572,1867,1987,1903
1748942056582,1843,2009,1888
1748942056592,1820,2029,1874
1748942056602,1798,2047,1861
1748942056612,1778,2063,1849
1748942056622,1760,2076,1839
1748942056632,1745,2087,1830
1748942056642,1732,2095,1823
1748942056652,1722,2100,1819
1748942056662,1715,2103,1816
1748942056672,1711,2103,1816
1748942056682,1710,2099,1818
1748942056692,1711,2093,1822
1748942056702,1716,2085,1828
1748942056712,1723,2073,1836
1748942056722,1733,2059,1846
1748942056732,1745,2043,1857
1748942056742,1759,2024,1870
1748942056752,1776,2003,1884
1748942056762,1795,1980,1899
1748942056772,1816,1956,1915
1748942056782,1838,1930,1931
1748942056792,1862,1903,1948
1748942056802,1887,1876,1965
1748942056812,1913,1848,1982
1748942056822,1939,1821,1998
1748942056832,1965,1795,2014
1748942056842,1989,1769,2029
1748942056852,2013,1745,2043
1748942056862,2035,1723,2056
1748942056872,2056,1703,2067
1748942056882,2074,1686,2077
1748942056892,2090,1672,2085
1748942056902,2104,1661,2091
1748942056912,2115,1653,2096
1748942056922,2124,1648,2099
1748942056932,2130,1646,2100
1748942056942,2133,1647,2099
1748942056952,2134,1652,2097
1748942056962,2132,1659,2093
1748942056972,2127,1669,2087
1748942056982,2120,1682,2080
1748942056992,2110,1697,2071
1748942057002,2097,1715,2061
1748942057012,2083,1735,2050
1748942057022,2066,1757,2037
1748942057032,2047,1780,2023
1748942057042,2026,1805,2009
1748942057052,2004,1831,1994
1748942057062,1980,1858,1978
1748942057072,1955,1885,1962
1748942057082,1930,1912,1946
1748942057092,1904,1938,1930
1748942057102,1878,1963,1914
1748942057112,1852,1987,1898
1748942057122,1827,2009,1883
1748942057132,1803,2029,1869
1748942057142,1780,2047,1855
1748942057152,1759,2063,1843
1748942057162,1741,2076,1832
1748942057172,1725,2087,1823
1748942057182,1712,2095,1816
1748942057192,1702,2100,1811
1748942057202,1695,2103,1808
1748942057212,1690,2103,1808
1748942057222,1689,2099,1810
1748942057232,1690,2093,1814
1748942057242,1694,2085,1820
1748942057252,1701,2073,1828
1748942057262,1710,2059,1838
1748942057272,1722,2043,1849
1748942057282,1736,2024,1861
1748942057292,1753,2003,1875
1748942057302,1772,1980,1890
1748942057312,1793,1956,1906
1748942057322,1816,1930,1922
1748942057332,1840,1903,1939
1748942057342,1865,1876,1956
1748942057352,1891,1848,1973
1748942057362,1917,1821,1989
1748942057372,1943,1795,2005
1748942057382,1969,1769,2021
1748942057392,1994,1745,2035
1748942057402,2017,1723,2048
1748942057412,2039,1703,2060
1748942057422,2059,1686,2070
1748942057432,2077,1672,2078
1748942057442,2092,1661,2085
1748942057452,2105,1653,2090
1748942057462,2115,1648,2093
1748942057472,2123,1646,2094
1748942057482,2128,1647,2094
1748942057492,2130,1652,2092
1748942057502,2129,1659,2088
1748942057512,2126,1669,2082
1748942057522,2120,1682,2075
1748942057532,2111,1697,2067
1748942057542,2100,1715,2057
1748942057552,2086,1735,2045
1748942057562,2070,1757,2033
1748942057572,2052,1780,2020
1748942057582,2032,1805,2006
1748942057592,2010,1831,1991
1748942057602,1986,1858,1976
1748942057612,1962,1885,1961
1748942057622,1936,1912,1945
1748942057632,1910,1938,1930
1748942057642,1884,1963,1915
1748942057652,1858,1987,1900
1748942057662,1832,2009,1886
1748942057672,1807,2029,1873
1748942057682,1784,2047,1860
1748942057692,1763,2063,1849
1748942057702,1744,2076,1839
1748942057712,1728,2087,1831
1748942057722,1714,2095,1824
1748942057732,1703,2100,1820
1748942057742,1695,2103,1818
1748942057752,1690,2103,1818
1748942057762,1688,2099,1820
1748942057772,1688,2093,1824
1748942057782,1692,2085,1830
1748942057792,1698,2073,1838
1748942057802,1706,2059,1847
1748942057812,1717,2043,1857
1748942057822,1731,2024,1869
1748942057832,1747,2003,1882
1748942057842,1765,1980,1896
1748942057852,1785,1956,1911
1748942057862,1807,1930,1927
1748942057872,1831,1903,1943
1748942057882,1856,1876,1959
1748942057892,1882,1848,1975
1748942057902,1908,1821,1991
1748942057912,1935,1795,2006
1748942057922,1961,1769,2021
1748942057932,1987,1745,2034
1748942057942,2011,1723,2047
1748942057952,2034,1703,2058
1748942057962,2055,1686,2067
1748942057972,2074,1672,2075
1748942057982,2091,1661,2081
1748942057992,2105,1653,2085
1748942058002,2117,1648,2087
1748942058012,2126,1646,2088
1748942058022,2133,1647,2087
1748942058032,2136,1652,2084
1748942058042,2137,1659,2079
1748942058052,2135,1669,2073
1748942058062,2130,1682,2065
1748942058072,2122,1697,2056
1748942058082,2112,1715,2046
1748942058092,2100,1735,2034
1748942058102,2085,1757,2022
1748942058112,2068,1780,2008
1748942058122,2048,1805,1994
1748942058132,2027,1831,1979
1748942058142,2004,1858,1964
