timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1748935333999,2002,2304,2515
1748935334009,2053,2337,2559
1748935334019,2157,2307,2529
1748935334029,2173,2349,2606
1748935334039,2158,2360,2561
1748935334049,2211,2352,2621
1748935334059,2228,2384,2577
1748935334069,2286,2418,2630
1748935334079,2378,2481,2631
1748935334089,2321,2485,2631
1748935334099,2407,2492,2600
1748935334109,2421,2486,2552
1748935334119,2481,2444,2563
1748935334129,2436,2455,2540
1748935334139,2498,2502,2529
1748935334149,2479,2495,2496
1748935334159,2479,2475,2486
1748935334169,2527,2469,2429
1748935334179,2586,2456,2438
1748935334189,2514,2503,2378
1748935334199,2510,2505,2344
1748935334209,2585,2460,2286
1748935334219,2596,2432,2262
1748935334229,2522,2423,2146
1748935334239,2555,2444,2162
1748935334249,2546,2427,2056
1748935334259,2490,2335,2017
1748935334269,2498,2365,2056
1748935334279,2522,2313,1938
1748935334289,2446,2279,1938
1748935334299,2417,2285,1879
1748935334309,2449,2269,1796
1748935334319,2389,2259,1813
1748935334329,2355,2199,1725
1748935334339,2328,2146,1769
1748935334349,2253,2162,1679
1748935334359,2298,2145,1689
1748935334369,2249,2039,1664
1748935334379,2200,2083,1622
1748935334389,2166,2017,1539
1748935334399,2111,2037,1528
1748935334409,2073,1954,1491
1748935334419,2004,1904,1473
1748935334429,1950,1894,1464
1748935334439,2006,1828,1494
1748935334449,1927,1872,1544
1748935334459,1844,1859,1472
1748935334469,1822,1840,1495
1748935334479,1807,1805,1555
1748935334489,1809,1752,1569
1748935334499,1769,1707,1566
1748935334509,1722,1684,1584
1748935334519,1746,1648,1579
1748935334529,1620,1680,1573
1748935334539,1614,1598,1650
1748935334549,1648,1637,1650
1748935334559,1576,1619,1686
1748935334569,1542,1660,1770
1748935334579,1612,1570,1800
1748935334589,1527,1600,1835
1748935334599,1581,1631,1891
1748935334609,1502,1648,1863
1748935334619,1556,1555,1929
1748935334629,1587,1606,1953
1748935334639,1576,1626,2031
1748935334649,1507,1587,2017
1748935334659,1543,1576,2067
1748935334669,1581,1599,2118
1748935334679,1639,1634,2145
1748935334689,1563,1671,2276
1748935334699,1617,1689,2299
1748935334709,1675,1735,2317
1748935334719,1672,1694,2399
1748935334729,1745,1723,2426
1748935334739,1699,1797,2405
1748935334749,1803,1831,2467
1748935334759,1739,1808,2522
1748935334769,1816,1822,2532
