timestamp_ms_device,ppg_finger1,ppg_finger2,ppg_finger3
1749040941555,2065,2280,2537
1749040941565,2112,2303,2515
1749040941575,2173,2361,2567
1749040941585,2184,2314,2519
1749040941595,2231,2360,2617
1749040941605,2267,2399,2586
1749040941615,2255,2358,2636
1749040941625,2254,2452,2635
1749040941635,2314,2457,2642
1749040941645,2359,2474,2554
1749040941655,2416,2430,2568
1749040941665,2402,2438,2565
1749040941675,2455,2459,2561
1749040941685,2420,2537,2524
1749040941695,2530,2454,2466
1749040941705,2507,2453,2451
1749040941715,2486,2544,2423
1749040941725,2503,2458,2384
1749040941735,2531,2470,2401
1749040941745,2538,2479,2348
1749040941755,2543,2469,2302
1749040941765,2514,2489,2302
1749040941775,2540,2470,2247
1749040941785,2512,2483,2212
1749040941795,2557,2465,2111
1749040941805,2543,2369,2053
1749040941815,2467,2406,2034
1749040941825,2469,2386,1964
1749040941835,2487,2340,1929
1749040941845,2424,2358,1923
1749040941855,2400,2300,1914
1749040941865,2423,2242,1870
1749040941875,2373,2199,1831
1749040941885,2359,2251,1725
1749040941895,2337,2201,1732
1749040941905,2275,2120,1733
1749040941915,2273,2127,1661
1749040941925,2186,2078,1639
1749040941935,2155,2096,1641
1749040941945,2148,2044,1591
1749040941955,2135,1987,1532
1749040941965,2028,1943,1540
1749040941975,2046,1882,1554
1749040941985,1950,1894,1556
1749040941995,1951,1826,1487
1749040942005,1925,1797,1470
1749040942015,1856,1791,1476
1749040942025,1861,1820,1476
1749040942035,1813,1741,1539
1749040942045,1783,1781,1473
1749040942055,1738,1768,1501
1749040942065,1736,1732,1524
1749040942075,1739,1643,1561
1749040942085,1625,1619,1579
1749040942095,1697,1662,1650
1749040942105,1619,1640,1632
1749040942115,1572,1618,1673
1749040942125,1640,1577,1709
1749040942135,1604,1602,1740
1749040942145,1609,1601,1778
1749040942155,1561,1626,1815
1749040942165,1505,1601,1879
1749040942175,1573,1561,1904
1749040942185,1586,1565,2006
1749040942195,1523,1645,2014
1749040942205,1574,1568,2093
1749040942215,1587,1637,2133
1749040942225,1533,1664,2194
1749040942235,1549,1685,2245
1749040942245,1579,1624,2267
1749040942255,1640,1653,2286
1749040942265,1617,1669,2299
1749040942275,1691,1761,2334
1749040942285,1666,1708,2433
1749040942295,1703,1808,2412
1749040942305,1733,1800,2498
1749040942315,1793,1841,2516
1749040942325,1822,1853,2464
1749040942335,1820,1838,2543
1749040942345,1936,1880,2538
1749040942355,1920,1920,2544
1749040942365,2006,1987,2553
1749040942375,2025,1975,2591
1749040942385,2048,1982,2558
1749040942395,2079,2076,2568
1749040942405,2153,2108,2581
1749040942415,2150,2137,2555
1749040942425,2203,2149,2595
1749040942435,2198,2145,2568
1749040942445,2266,2221,2522
1749040942455,2258,2262,2571
1749040942465,2299,2303,2472
1749040942475,2394,2267,2497
1749040942485,2397,2316,2454
1749040942495,2387,2350,2392
1749040942505,2428,2385,2344
1749040942515,2450,2422,2310
1749040942525,2461,2437,2276
1749040942535,2497,2424,2245
1749040942545,2498,2404,2250
1749040942555,2528,2424,2148
1749040942565,2569,2512,2136
1749040942575,2562,2525,2084
1749040942585,2559,2501,2100
1749040942595,2555,2442,2059
1749040942605,2560,2464,1967
1749040942615,2578,2539,1912
1749040942625,2517,2545,1834
1749040942635,2505,2472,1860
1749040942645,2520,2517,1765
1749040942655,2466,2461,1802
1749040942665,2440,2512,1707
1749040942675,2439,2495,1682
1749040942685,2449,2482,1657
1749040942695,2440,2399,1629
1749040942705,2390,2428,1568
1749040942715,2327,2358,1585
1749040942725,2316,2380,1528
1749040942735,2255,2365,1498
1749040942745,2285,2303,1483
1749040942755,2260,2320,1468
1749040942765,2222,2244,1512
1749040942775,2168,2299,1503
1749040942785,2120,2235,1488
1749040942795,2123,2237,1478
1749040942805,2089,2213,1535
1749040942815,2006,2167,1529
1749040942825,1999,2159,1489
1749040942835,1955,2049,1519
1749040942845,1872,2005,1596
1749040942855,1839,1990,1614
1749040942865,1805,2024,1655
1749040942875,1820,1963,1662
1749040942885,1743,1905,1684
1749040942895,1738,1911,1753
1749040942905,1710,1910,1758
1749040942915,1662,1870,1810
1749040942925,1664,1804,1866
1749040942935,1623,1784,1859
1749040942945,1586,1759,1949
1749040942955,1575,1699,1946
1749040942965,1532,1728,2032
1749040942975,1572,1665,2112
1749040942985,1514,1658,2137
1749040942995,1537,1641,2170
1749040943005,1554,1695,2177
1749040943015,1500,1599,2235
1749040943025,1599,1657,2290
1749040943035,1508,1620,2336
1749040943045,1550,1557,2324
1749040943055,1596,1614,2371
1749040943065,1602,1566,2449
1749040943075,1576,1557,2449
1749040943085,1590,1607,2479
1749040943095,1592,1631,2515
1749040943105,1631,1617,2585
1749040943115,1732,1570,2516
1749040943125,1716,1576,2613
1749040943135,1709,1620,2534
1749040943145,1823,1701,2564
1749040943155,1843,1687,2570
1749040943165,1798,1635,2551
1749040943175,1871,1712,2558
1749040943185,1914,1678,2568
1749040943195,1900,1766,2534
1749040943205,1958,1794,2590
1749040943215,2047,1746,2569
1749040943225,2100,1859,2510
1749040943235,2108,1851,2502
1749040943245,2104,1887,2529
1749040943255,2167,1905,2417
1749040943265,2240,1928,2446
